oneid,choice,profit,ave_other,size,whichgroup,round,rematching,time
13252,10,0,14,3,2,10,randomly,2021-03-19 12:51:24
13252,10,0,15,3,1,11,randomly,2021-03-19 12:53:37
13252,10,10,11.5,3,5,12,randomly,2021-03-19 12:55:30
13252,10,10,6,3,3,13,randomly,2021-03-19 12:57:57
13252,10,0,9,3,3,14,randomly,2021-03-19 12:59:57
13252,10,0,11.5,3,2,15,randomly,2021-03-19 13:02:22
13252,1,1,9,3,4,16,randomly,2021-03-19 13:03:18
13252,10,0,9,3,4,17,randomly,2021-03-19 13:05:59
13252,10,10,10,3,2,18,randomly,2021-03-19 13:07:29
13252,10,10,6.5,3,1,19,randomly,2021-03-19 13:09:45
13252,15,15,12,3,1,20,randomly,2021-03-19 13:11:25
14185,5,NULL,NULL,NULL,0,1,randomly,2021-03-19 12:30:20
14185,5,5,13,3,1,2,randomly,2021-03-19 12:35:15
14185,20,0,17.5,3,2,3,randomly,2021-03-19 12:37:41
14185,7,0,12,3,4,4,randomly,2021-03-19 12:39:30
14185,7,7,6,3,4,5,randomly,2021-03-19 12:41:27
14185,15,15,5.5,3,1,6,randomly,2021-03-19 12:43:36
14185,18,0,4.5,3,5,7,randomly,2021-03-19 12:45:55
14185,10,10,6,3,2,8,randomly,2021-03-19 12:47:33
14185,10,10,9.5,3,1,9,randomly,2021-03-19 12:49:19
14185,20,0,9,3,2,10,randomly,2021-03-19 12:51:24
14185,15,0,12.5,3,1,11,randomly,2021-03-19 12:53:21
14185,10,10,11.5,3,5,12,randomly,2021-03-19 12:55:48
14185,10,10,6.5,3,0,13,randomly,2021-03-19 12:58:01
14185,15,0,10,3,4,14,randomly,2021-03-19 12:59:25
14185,10,10,8,3,5,15,randomly,2021-03-19 13:01:25
14185,12,12,13,3,1,16,randomly,2021-03-19 13:03:51
14185,18,18,6,3,3,17,randomly,2021-03-19 13:05:31
14185,10,0,5.5,3,4,18,randomly,2021-03-19 13:07:32
14185,7,7,12,2,5,19,randomly,2021-03-19 13:09:27
14185,10,0,5,3,3,20,randomly,2021-03-19 13:11:32
14553,3,NULL,NULL,NULL,5,1,randomly,2021-03-19 12:31:16
14553,5,5,13,3,1,2,randomly,2021-03-19 12:35:26
14553,30,0,12.5,3,2,3,randomly,2021-03-19 12:38:02
14553,9,0,11,3,4,4,randomly,2021-03-19 12:39:42
14553,7,7,6,3,4,5,randomly,2021-03-19 12:41:47
14553,10,0,15,3,5,6,randomly,2021-03-19 12:43:26
14553,5,5,8,3,0,7,randomly,2021-03-19 12:45:24
14553,9,9,12.5,3,0,8,randomly,2021-03-19 12:47:27
14553,12,0,15,3,5,9,randomly,2021-03-19 12:49:25
14553,8,0,10,3,0,10,randomly,2021-03-19 12:51:26
14553,5,5,3,3,0,11,randomly,2021-03-19 12:53:32
14553,8,0,5.5,3,0,12,randomly,2021-03-19 12:55:20
14553,5,5,9,3,0,13,randomly,2021-03-19 12:57:44
14553,7,0,14,3,4,14,randomly,2021-03-19 12:59:44
14553,7,7,15.5,3,1,15,randomly,2021-03-19 13:01:24
14553,6,0,11,3,5,16,randomly,2021-03-19 13:03:26
14553,6,0,14.5,3,2,17,randomly,2021-03-19 13:05:57
14553,1,0,10,3,4,18,randomly,2021-03-19 13:07:22
14553,3,0,5.5,3,3,19,randomly,2021-03-19 13:09:28
14553,0,0,10,3,3,20,randomly,2021-03-19 13:11:27
15365,20,NULL,NULL,NULL,6,1,randomly,2021-03-19 12:30:19
15365,21,21,5,3,1,2,randomly,2021-03-19 12:35:38
15365,22,0,27,3,0,3,randomly,2021-03-19 12:37:26
15365,22,22,10,3,0,4,randomly,2021-03-19 12:40:24
15365,21,21,5.5,3,2,5,randomly,2021-03-19 12:41:40
15365,21,0,20,3,2,6,randomly,2021-03-19 12:43:32
15365,21,0,11.5,3,2,7,randomly,2021-03-19 12:45:18
15365,5,5,8.5,3,2,8,randomly,2021-03-19 12:47:19
15365,10,10,6.5,3,4,9,randomly,2021-03-19 12:49:36
15365,10,0,10.5,3,1,10,randomly,2021-03-19 12:51:19
15365,4,4,3.5,3,3,11,randomly,2021-03-19 12:53:18
15365,3,3,9,3,3,12,randomly,2021-03-19 12:55:17
15365,5,5,8,3,4,13,randomly,2021-03-19 12:57:18
15365,10,0,9.5,3,1,14,randomly,2021-03-19 12:59:17
15365,3,0,10,3,0,15,randomly,2021-03-19 13:01:22
15365,2,0,13,3,5,16,randomly,2021-03-19 13:03:15
15365,3,0,14,3,0,17,randomly,2021-03-19 13:05:25
15365,4,4,7.5,3,5,18,randomly,2021-03-19 13:07:19
15365,3,3,10,3,1,19,randomly,2021-03-19 13:09:27
15365,5,5,7,3,4,20,randomly,2021-03-19 13:11:19
20178,15,NULL,NULL,NULL,3,1,not,2021-03-19 12:30:17
20178,10,0,12.5,3,0,2,not,2021-03-19 12:35:21
20178,10,10,11.5,3,0,3,not,2021-03-19 12:37:16
20178,18,0,18.5,3,0,4,not,2021-03-19 12:39:22
20178,10,0,12.5,3,0,5,not,2021-03-19 12:41:15
20178,4,4,5,3,0,6,not,2021-03-19 12:43:15
20178,5,5,4,3,0,7,not,2021-03-19 12:45:25
20178,4,4,4.5,3,0,8,not,2021-03-19 12:47:17
20178,5,5,4.5,3,0,9,not,2021-03-19 12:49:14
20178,5,5,4.5,3,0,10,not,2021-03-19 12:51:16
20178,5,5,5.5,3,0,11,not,2021-03-19 12:53:13
20178,6,0,11.5,3,0,12,not,2021-03-19 12:55:16
20178,4,4,4.5,3,0,13,not,2021-03-19 12:57:18
20178,5,0,4.5,3,0,14,not,2021-03-19 12:59:19
20178,3,0,8.5,3,0,15,not,2021-03-19 13:01:25
20178,5,0,11,3,0,16,not,2021-03-19 13:03:56
20178,4,0,4,3,0,17,not,2021-03-19 13:05:18
20178,5,0,3.5,3,0,18,not,2021-03-19 13:07:15
20178,5,5,3.5,3,0,19,not,2021-03-19 13:09:15
20178,5,5,3.5,3,0,20,not,2021-03-19 13:11:15
21075,30,NULL,NULL,NULL,0,1,not,2021-03-19 12:30:25
21075,15,0,10,3,0,2,not,2021-03-19 12:35:21
21075,18,18,7.5,3,0,3,not,2021-03-19 12:37:27
21075,30,0,12.5,3,0,4,not,2021-03-19 12:40:10
21075,20,0,7.5,3,0,5,not,2021-03-19 12:41:28
21075,7,7,3.5,3,0,6,not,2021-03-19 12:43:55
21075,5,5,4,3,0,7,not,2021-03-19 12:45:29
21075,5,5,4,3,0,8,not,2021-03-19 12:47:58
21075,5,5,4.5,3,0,9,not,2021-03-19 12:49:30
21075,5,5,4.5,3,0,10,not,2021-03-19 12:51:30
21075,6,6,5,3,0,11,not,2021-03-19 12:53:34
21075,18,0,5.5,3,0,12,not,2021-03-19 12:55:38
21075,5,5,4,3,0,13,not,2021-03-19 12:57:48
21075,5,0,4.5,3,0,14,not,2021-03-19 12:59:18
21075,14,0,3,3,0,15,not,2021-03-19 13:01:40
21075,21,0,3,3,0,16,not,2021-03-19 13:03:42
21075,4,0,4,3,0,17,not,2021-03-19 13:06:09
21075,1,0,5.5,3,0,18,not,2021-03-19 13:07:43
21075,2,2,5,3,0,19,not,2021-03-19 13:09:50
21075,2,2,5,3,0,20,not,2021-03-19 13:11:33
21685,15,NULL,NULL,NULL,6,1,not,2021-03-19 12:31:11
21685,15,0,17,3,1,2,not,2021-03-19 12:35:46
21685,20,0,11.5,3,1,3,not,2021-03-19 12:38:10
21685,15,15,5,3,1,4,not,2021-03-19 12:39:52
21685,30,0,6.5,3,1,5,not,2021-03-19 12:41:57
21685,10,10,6.5,3,1,6,not,2021-03-19 12:44:06
21685,5,0,6.5,3,1,7,not,2021-03-19 12:45:59
21685,2,2,5.5,3,1,8,not,2021-03-19 12:48:00
21685,2,2,6,3,1,9,not,2021-03-19 12:49:16
21685,8,0,8,3,1,10,not,2021-03-19 12:51:45
21685,6,6,8,3,1,11,not,2021-03-19 12:53:34
21685,8,8,8,3,1,12,not,2021-03-19 12:55:26
21685,15,15,9,3,1,13,not,2021-03-19 12:57:27
21685,8,0,9.5,3,1,14,not,2021-03-19 12:59:33
21685,5,5,7,3,1,15,not,2021-03-19 13:01:33
21685,15,15,9,3,1,16,not,2021-03-19 13:03:23
21685,5,5,9.5,3,1,17,not,2021-03-19 13:05:18
21685,5,0,10,3,1,18,not,2021-03-19 13:07:47
21685,8,8,7.5,3,1,19,not,2021-03-19 13:09:30
21685,8,8,8,3,1,20,not,2021-03-19 13:11:36
23548,3,NULL,NULL,NULL,6,1,assortatively,2021-03-19 12:30:15
23548,6,0,5,3,0,2,assortatively,2021-03-19 12:35:18
23548,5,0,10,3,1,3,assortatively,2021-03-19 12:37:17
23548,2,2,3.5,3,0,4,assortatively,2021-03-19 12:39:25
23548,3,0,9,3,0,5,assortatively,2021-03-19 12:41:32
23548,3,3,4,3,0,6,assortatively,2021-03-19 12:43:27
23548,5,5,15,3,0,7,assortatively,2021-03-19 12:45:14
23548,5,5,12,3,1,8,assortatively,2021-03-19 12:47:28
23548,5,5,6.5,3,1,9,assortatively,2021-03-19 12:49:43
23548,5,5,6.5,3,0,10,assortatively,2021-03-19 12:51:34
23548,6,6,6.5,3,1,11,assortatively,2021-03-19 12:54:16
23548,9,0,3.5,3,0,12,assortatively,2021-03-19 12:55:36
23548,7,7,8.5,3,1,13,assortatively,2021-03-19 12:57:37
23548,7,0,9,3,1,14,assortatively,2021-03-19 12:59:20
23548,3,3,3,3,1,15,assortatively,2021-03-19 13:01:25
23548,4,4,15,3,1,16,assortatively,2021-03-19 13:03:25
23548,7,0,1.5,3,0,17,assortatively,2021-03-19 13:05:31
23548,3,3,14,3,2,18,assortatively,2021-03-19 13:07:18
23548,5,5,2,3,0,19,assortatively,2021-03-19 13:09:14
23548,5,5,5.5,3,1,20,assortatively,2021-03-19 13:11:34
23572,15,NULL,NULL,NULL,5,1,randomly,2021-03-19 12:30:29
23572,15,0,6.5,3,2,2,randomly,2021-03-19 12:35:16
23572,5,5,15.5,3,3,3,randomly,2021-03-19 12:37:56
23572,15,0,8,3,4,4,randomly,2021-03-19 12:39:38
23572,10,10,1,3,1,5,randomly,2021-03-19 12:41:40
23572,8,8,8,3,4,6,randomly,2021-03-19 12:43:24
23572,30,0,13,3,3,7,randomly,2021-03-19 12:45:27
23572,15,15,9.5,3,0,8,randomly,2021-03-19 12:47:35
23572,10,0,12,3,0,9,randomly,2021-03-19 12:49:28
23572,15,0,8,3,1,10,randomly,2021-03-19 12:51:24
23572,8,8,8.5,3,5,11,randomly,2021-03-19 12:53:23
23572,15,0,9.5,3,4,12,randomly,2021-03-19 12:55:32
23572,15,0,6.5,3,5,13,randomly,2021-03-19 12:57:45
23572,15,0,10.5,3,5,14,randomly,2021-03-19 12:59:24
23572,15,0,4,3,0,15,randomly,2021-03-19 13:01:24
23572,3,3,17,3,3,16,randomly,2021-03-19 13:03:50
23572,15,15,18.5,3,1,17,randomly,2021-03-19 13:05:25
23572,15,0,13.5,3,0,18,randomly,2021-03-19 13:07:43
23572,15,15,9.5,3,0,19,randomly,2021-03-19 13:09:42
23572,15,15,9.5,3,0,20,randomly,2021-03-19 13:11:21
24966,0,NULL,NULL,NULL,5,1,randomly,2021-03-19 12:30:42
24966,0,0,8,3,0,2,randomly,2021-03-19 12:35:20
24966,20,20,8,3,3,3,randomly,2021-03-19 12:38:35
24966,10,0,10.5,3,2,4,randomly,2021-03-19 12:39:39
24966,5,5,13.5,3,2,5,randomly,2021-03-19 12:41:44
24966,10,10,7.5,3,3,6,randomly,2021-03-19 12:43:45
24966,20,0,8,3,1,7,randomly,2021-03-19 12:45:25
24966,15,0,12,3,3,8,randomly,2021-03-19 12:47:17
24966,10,0,7,3,2,9,randomly,2021-03-19 12:49:27
24966,10,0,9,3,0,10,randomly,2021-03-19 12:51:28
24966,5,5,10,3,5,11,randomly,2021-03-19 12:53:38
24966,5,0,11.5,3,1,12,randomly,2021-03-19 12:55:38
24966,8,8,7.5,3,0,13,randomly,2021-03-19 12:57:16
24966,12,0,5.5,3,0,14,randomly,2021-03-19 12:59:58
24966,10,10,14,3,1,15,randomly,2021-03-19 13:01:18
24966,23,23,7.5,3,1,16,randomly,2021-03-19 13:04:08
24966,21,0,7,3,2,17,randomly,2021-03-19 13:05:53
24966,12,12,9,3,2,18,randomly,2021-03-19 13:07:55
24966,12,12,7,2,5,19,randomly,2021-03-19 13:09:15
24966,12,0,16,3,2,20,randomly,2021-03-19 13:11:28
28233,25,NULL,NULL,NULL,2,1,not,2021-03-19 12:31:03
28233,24,0,12.5,3,1,2,not,2021-03-19 12:36:01
28233,15,0,14,3,1,3,not,2021-03-19 12:38:22
28233,5,5,10,3,1,4,not,2021-03-19 12:39:40
28233,3,0,20,3,1,5,not,2021-03-19 12:41:33
28233,4,4,9.5,3,1,6,not,2021-03-19 12:43:28
28233,3,0,7.5,3,1,7,not,2021-03-19 12:45:31
28233,3,3,5,3,1,8,not,2021-03-19 12:47:31
28233,3,3,5.5,3,1,9,not,2021-03-19 12:49:34
28233,6,0,9,3,1,10,not,2021-03-19 12:51:35
28233,8,8,7,3,1,11,not,2021-03-19 12:53:27
28233,8,8,8,3,1,12,not,2021-03-19 12:55:31
28233,10,10,11.5,3,1,13,not,2021-03-19 12:57:42
28233,10,0,8.5,3,1,14,not,2021-03-19 12:59:29
28233,6,6,6.5,3,1,15,not,2021-03-19 13:01:27
28233,10,10,11.5,3,1,16,not,2021-03-19 13:03:28
28233,10,10,7,3,1,17,not,2021-03-19 13:05:40
28233,10,0,7.5,3,1,18,not,2021-03-19 13:07:22
28233,7,7,8,3,1,19,not,2021-03-19 13:09:37
28233,8,8,8,3,1,20,not,2021-03-19 13:11:23
28315,20,NULL,NULL,NULL,3,1,not,2021-03-19 12:30:15
28315,10,0,19.5,3,1,2,not,2021-03-19 12:35:19
28315,8,0,17.5,3,1,3,not,2021-03-19 12:37:20
28315,5,5,10,3,1,4,not,2021-03-19 12:39:25
28315,10,0,16.5,3,1,5,not,2021-03-19 12:41:25
28315,9,9,7,3,1,6,not,2021-03-19 12:43:39
28315,10,0,4,3,1,7,not,2021-03-19 12:45:36
28315,8,8,2.5,3,1,8,not,2021-03-19 12:47:40
28315,9,9,2.5,3,1,9,not,2021-03-19 12:49:19
28315,10,0,7,3,1,10,not,2021-03-19 12:51:21
28315,8,8,7,3,1,11,not,2021-03-19 12:53:46
28315,8,8,8,3,1,12,not,2021-03-19 12:55:28
28315,8,8,12.5,3,1,13,not,2021-03-19 12:57:20
28315,9,0,9,3,1,14,not,2021-03-19 12:59:22
28315,8,8,5.5,3,1,15,not,2021-03-19 13:01:43
28315,8,8,12.5,3,1,16,not,2021-03-19 13:03:37
28315,9,9,7.5,3,1,17,not,2021-03-19 13:05:20
28315,10,0,7.5,3,1,18,not,2021-03-19 13:07:25
28315,8,8,7.5,3,1,19,not,2021-03-19 13:09:20
28315,8,8,8,3,1,20,not,2021-03-19 13:11:17
28385,6,NULL,NULL,NULL,2,1,assortatively,2021-03-19 12:31:15
28385,10,0,12.5,3,1,2,assortatively,2021-03-19 12:36:05
28385,7,0,13.5,3,2,3,assortatively,2021-03-19 12:37:47
28385,2,2,8.5,3,1,4,assortatively,2021-03-19 12:39:27
28385,10,0,5.5,3,0,5,assortatively,2021-03-19 12:41:41
28385,3,3,15.5,3,3,6,assortatively,2021-03-19 12:43:22
28385,25,25,5,3,0,7,assortatively,2021-03-19 12:45:37
28385,25,0,30,2,5,8,assortatively,2021-03-19 12:47:20
28385,5,0,25,2,5,9,assortatively,2021-03-19 12:49:30
28385,3,3,7.5,3,0,10,assortatively,2021-03-19 12:51:28
28385,10,10,7.5,3,0,11,assortatively,2021-03-19 12:53:15
28385,14,0,9.5,3,2,12,assortatively,2021-03-19 12:56:51
28385,3,0,13.5,3,3,13,assortatively,2021-03-19 12:57:50
28385,5,0,5.5,3,0,14,assortatively,2021-03-19 12:59:30
28385,10,0,5.5,3,0,15,assortatively,2021-03-19 13:01:34
28385,15,15,12.5,3,3,16,assortatively,2021-03-19 13:03:16
28385,15,0,20,3,3,17,assortatively,2021-03-19 13:05:23
28385,5,0,19.5,3,3,18,assortatively,2021-03-19 13:07:25
28385,3,3,4,3,1,19,assortatively,2021-03-19 13:09:39
28385,7,7,4.5,3,1,20,assortatively,2021-03-19 13:12:10
28716,10,NULL,NULL,NULL,6,1,not,2021-03-19 12:33:40
28716,20,0,3.5,3,2,2,not,2021-03-19 12:36:13
28716,10,0,1,3,2,3,not,2021-03-19 12:38:45
28716,2,2,1,3,2,4,not,2021-03-19 12:39:52
28716,4,4,2,3,2,5,not,2021-03-19 12:41:26
28716,6,0,10,2,2,6,not,2021-03-19 12:43:26
28716,5,5,6,2,2,7,not,2021-03-19 12:45:26
28716,6,6,6,2,2,8,not,2021-03-19 12:47:32
28716,8,0,8,2,2,9,not,2021-03-19 12:49:27
28716,3,3,8,2,2,10,not,2021-03-19 12:51:38
28716,5,5,2,2,2,11,not,2021-03-19 12:53:32
28716,5,0,6,2,2,12,not,2021-03-19 12:55:23
28716,5,5,6,2,2,13,not,2021-03-19 12:57:17
28716,5,5,8,2,2,14,not,2021-03-19 12:59:16
28716,6,0,6,2,2,15,not,2021-03-19 13:01:20
28716,3,3,6,2,2,16,not,2021-03-19 13:03:29
28716,6,6,8,2,2,17,not,2021-03-19 13:05:33
28716,8,8,6,2,2,18,not,2021-03-19 13:07:21
28716,10,0,8,2,2,19,not,2021-03-19 13:09:25
28716,6,6,6,2,2,20,not,2021-03-19 13:11:23
30892,6,NULL,NULL,NULL,0,1,assortatively,2021-03-19 12:30:36
30892,5,0,15,3,1,2,assortatively,2021-03-19 12:35:20
30892,5,5,5,3,0,3,assortatively,2021-03-19 12:37:24
30892,7,7,6,3,1,4,assortatively,2021-03-19 12:39:22
30892,5,5,7,3,2,5,assortatively,2021-03-19 12:41:18
30892,5,5,10,3,1,6,assortatively,2021-03-19 12:43:16
30892,6,0,6,3,1,7,assortatively,2021-03-19 12:45:20
30892,6,6,5.5,3,2,8,assortatively,2021-03-19 12:47:14
30892,6,6,6,3,1,9,assortatively,2021-03-19 12:49:14
30892,7,7,6.5,3,1,10,assortatively,2021-03-19 12:51:25
30892,10,0,17,3,2,11,assortatively,2021-03-19 12:53:15
30892,10,0,11.5,3,2,12,assortatively,2021-03-19 12:55:22
30892,12,12,14,3,2,13,assortatively,2021-03-19 12:57:25
30892,10,10,9,3,2,14,assortatively,2021-03-19 12:59:35
30892,12,0,7.5,3,2,15,assortatively,2021-03-19 13:01:14
30892,21,0,10,2,4,16,assortatively,2021-03-19 13:03:21
30892,25,0,15,3,3,17,assortatively,2021-03-19 13:05:40
30892,26,0,27.5,3,4,18,assortatively,2021-03-19 13:07:23
30892,30,0,18.5,3,4,19,assortatively,2021-03-19 13:09:29
30892,25,0,20,3,4,20,assortatively,2021-03-19 13:11:48
32691,13,NULL,NULL,NULL,5,1,randomly,2021-03-19 12:30:19
32691,11,0,8.5,3,2,2,randomly,2021-03-19 12:36:48
32691,11,11,12.5,3,3,3,randomly,2021-03-19 12:37:21
32691,8,8,8.5,3,3,4,randomly,2021-03-19 12:39:25
32691,7,0,9.5,3,3,5,randomly,2021-03-19 12:41:18
32691,11,11,9,3,0,6,randomly,2021-03-19 12:43:44
32691,8,8,6.5,3,0,7,randomly,2021-03-19 12:45:18
32691,7,7,7.5,3,2,8,randomly,2021-03-19 12:47:55
32691,7,7,13.5,3,3,9,randomly,2021-03-19 12:49:45
32691,8,0,15,3,2,10,randomly,2021-03-19 12:51:43
32691,8,0,10,3,2,11,randomly,2021-03-19 12:53:15
32691,7,0,13.5,3,4,12,randomly,2021-03-19 12:55:21
32691,11,11,5.5,3,3,13,randomly,2021-03-19 12:57:34
32691,11,0,12.5,3,5,14,randomly,2021-03-19 12:59:21
32691,12,12,9,3,3,15,randomly,2021-03-19 13:01:36
32691,12,12,4.5,3,0,16,randomly,2021-03-19 13:03:31
32691,11,11,9.5,3,3,17,randomly,2021-03-19 13:05:17
32691,12,0,15,3,0,18,randomly,2021-03-19 13:07:25
32691,10,10,4.5,3,4,19,randomly,2021-03-19 13:09:23
32691,11,11,1,2,5,20,randomly,2021-03-19 13:11:22
34430,15,NULL,NULL,NULL,0,1,assortatively,2021-03-19 12:30:43
34430,12,12,15.5,3,4,2,assortatively,2021-03-19 12:35:53
34430,13,0,10.5,3,2,3,assortatively,2021-03-19 12:37:42
34430,12,0,15,3,2,4,assortatively,2021-03-19 12:40:06
34430,13,0,8,3,3,5,assortatively,2021-03-19 12:41:57
34430,10,0,16.5,3,4,6,assortatively,2021-03-19 12:43:26
34430,12,0,12.5,3,3,7,assortatively,2021-03-19 12:45:34
34430,14,0,13.5,3,4,8,assortatively,2021-03-19 12:47:32
34430,13,13,17,3,4,9,assortatively,2021-03-19 12:50:14
34430,15,0,10,3,2,10,assortatively,2021-03-19 12:51:34
34430,10,0,25,3,4,11,assortatively,2021-03-19 12:53:33
34430,9,0,12,3,2,12,assortatively,2021-03-19 12:55:52
34430,13,13,13.5,3,2,13,assortatively,2021-03-19 12:57:36
34430,13,0,10,3,3,14,assortatively,2021-03-19 12:59:41
34430,10,10,11.5,3,3,15,assortatively,2021-03-19 13:01:28
34430,10,0,7,3,2,16,assortatively,2021-03-19 13:03:31
34430,5,5,10,3,2,17,assortatively,2021-03-19 13:05:37
34430,5,0,2,3,0,18,assortatively,2021-03-19 13:07:26
34430,1,1,5,3,1,19,assortatively,2021-03-19 13:09:39
34430,1,1,6,3,0,20,assortatively,2021-03-19 13:11:40
39343,1,NULL,NULL,NULL,6,1,randomly,2021-03-19 12:30:55
39343,2,0,13,3,2,2,randomly,2021-03-19 12:36:30
39343,1,1,9.5,3,4,3,randomly,2021-03-19 12:38:07
39343,1,0,15,3,2,4,randomly,2021-03-19 12:39:38
39343,1,1,5.5,3,1,5,randomly,2021-03-19 12:41:50
39343,1,1,12.5,3,1,6,randomly,2021-03-19 12:43:30
39343,5,0,15.5,3,1,7,randomly,2021-03-19 12:46:17
39343,5,0,9,3,4,8,randomly,2021-03-19 12:48:00
39343,3,0,10.5,3,2,9,randomly,2021-03-19 12:49:47
39343,3,3,10,3,5,10,randomly,2021-03-19 12:51:43
39343,3,3,10.5,3,4,11,randomly,2021-03-19 12:54:12
39343,5,0,7,3,0,12,randomly,2021-03-19 12:56:51
39343,3,0,12.5,3,5,13,randomly,2021-03-19 12:57:24
39343,3,0,10,3,0,14,randomly,2021-03-19 12:59:36
39343,3,0,15,3,2,15,randomly,2021-03-19 13:02:00
39343,3,3,17.5,3,1,16,randomly,2021-03-19 13:03:40
39343,20,20,11,3,5,17,randomly,2021-03-19 13:06:17
39412,2,NULL,NULL,NULL,5,1,not,2021-03-19 12:31:23
39412,1,0,13,3,2,2,not,2021-03-19 12:35:13
39412,0,0,6,3,2,3,not,2021-03-19 12:38:31
39412,0,0,2,3,2,4,not,2021-03-19 12:40:20
